"","id","title","year","age","rotten_tomatoes","service","yes_no","rotten_tomatoes_cat"
"1",1,"The Irishman",2019,"18+",98,"Netflix",1,"90-100"
"2",1,"The Irishman",2019,"18+",98,"Hulu",0,"90-100"
"3",1,"The Irishman",2019,"18+",98,"Prime Video",0,"90-100"
"4",1,"The Irishman",2019,"18+",98,"Disney+",0,"90-100"
"5",2,"Dangal",2016,"7+",97,"Netflix",1,"90-100"
"6",2,"Dangal",2016,"7+",97,"Hulu",0,"90-100"
"7",2,"Dangal",2016,"7+",97,"Prime Video",0,"90-100"
"8",2,"Dangal",2016,"7+",97,"Disney+",0,"90-100"
"9",3,"David Attenborough: A Life on Our Planet",2020,"7+",95,"Netflix",1,"90-100"
"10",3,"David Attenborough: A Life on Our Planet",2020,"7+",95,"Hulu",0,"90-100"
"11",3,"David Attenborough: A Life on Our Planet",2020,"7+",95,"Prime Video",0,"90-100"
"12",3,"David Attenborough: A Life on Our Planet",2020,"7+",95,"Disney+",0,"90-100"
"13",4,"Lagaan: Once Upon a Time in India",2001,"7+",94,"Netflix",1,"90-100"
"14",4,"Lagaan: Once Upon a Time in India",2001,"7+",94,"Hulu",0,"90-100"
"15",4,"Lagaan: Once Upon a Time in India",2001,"7+",94,"Prime Video",0,"90-100"
"16",4,"Lagaan: Once Upon a Time in India",2001,"7+",94,"Disney+",0,"90-100"
"17",5,"Roma",2018,"18+",94,"Netflix",1,"90-100"
"18",5,"Roma",2018,"18+",94,"Hulu",0,"90-100"
"19",5,"Roma",2018,"18+",94,"Prime Video",0,"90-100"
"20",5,"Roma",2018,"18+",94,"Disney+",0,"90-100"
"21",6,"To All the Boys I've Loved Before",2018,"13+",94,"Netflix",1,"90-100"
"22",6,"To All the Boys I've Loved Before",2018,"13+",94,"Hulu",0,"90-100"
"23",6,"To All the Boys I've Loved Before",2018,"13+",94,"Prime Video",0,"90-100"
"24",6,"To All the Boys I've Loved Before",2018,"13+",94,"Disney+",0,"90-100"
"25",7,"The Social Dilemma",2020,"13+",93,"Netflix",1,"90-100"
"26",7,"The Social Dilemma",2020,"13+",93,"Hulu",0,"90-100"
"27",7,"The Social Dilemma",2020,"13+",93,"Prime Video",0,"90-100"
"28",7,"The Social Dilemma",2020,"13+",93,"Disney+",0,"90-100"
"29",8,"Okja",2017,"13+",92,"Netflix",1,"90-100"
"30",8,"Okja",2017,"13+",92,"Hulu",0,"90-100"
"31",8,"Okja",2017,"13+",92,"Prime Video",0,"90-100"
"32",8,"Okja",2017,"13+",92,"Disney+",0,"90-100"
"33",9,"The Ballad of Buster Scruggs",2018,"16+",92,"Netflix",1,"90-100"
"34",9,"The Ballad of Buster Scruggs",2018,"16+",92,"Hulu",0,"90-100"
"35",9,"The Ballad of Buster Scruggs",2018,"16+",92,"Prime Video",0,"90-100"
"36",9,"The Ballad of Buster Scruggs",2018,"16+",92,"Disney+",0,"90-100"
"37",10,"The Trial of the Chicago 7",2020,"18+",92,"Netflix",1,"90-100"
"38",10,"The Trial of the Chicago 7",2020,"18+",92,"Hulu",0,"90-100"
"39",10,"The Trial of the Chicago 7",2020,"18+",92,"Prime Video",0,"90-100"
"40",10,"The Trial of the Chicago 7",2020,"18+",92,"Disney+",0,"90-100"
"41",11,"Article 15",2019,"18+",92,"Netflix",1,"90-100"
"42",11,"Article 15",2019,"18+",92,"Hulu",0,"90-100"
"43",11,"Article 15",2019,"18+",92,"Prime Video",0,"90-100"
"44",11,"Article 15",2019,"18+",92,"Disney+",0,"90-100"
"45",12,"Jim & Andy: The Great Beyond- Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",2017,"18+",92,"Netflix",1,"90-100"
"46",12,"Jim & Andy: The Great Beyond- Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",2017,"18+",92,"Hulu",0,"90-100"
"47",12,"Jim & Andy: The Great Beyond- Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",2017,"18+",92,"Prime Video",0,"90-100"
"48",12,"Jim & Andy: The Great Beyond- Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",2017,"18+",92,"Disney+",0,"90-100"
"49",13,"Dolemite Is My Name",2019,"18+",92,"Netflix",1,"90-100"
"50",13,"Dolemite Is My Name",2019,"18+",92,"Hulu",0,"90-100"
"51",13,"Dolemite Is My Name",2019,"18+",92,"Prime Video",0,"90-100"
"52",13,"Dolemite Is My Name",2019,"18+",92,"Disney+",0,"90-100"
"53",14,"Mudbound",2017,"18+",91,"Netflix",1,"90-100"
"54",14,"Mudbound",2017,"18+",91,"Hulu",0,"90-100"
"55",14,"Mudbound",2017,"18+",91,"Prime Video",0,"90-100"
"56",14,"Mudbound",2017,"18+",91,"Disney+",0,"90-100"
"57",15,"Swades",2004,"all",91,"Netflix",1,"90-100"
"58",15,"Swades",2004,"all",91,"Hulu",0,"90-100"
"59",15,"Swades",2004,"all",91,"Prime Video",0,"90-100"
"60",15,"Swades",2004,"all",91,"Disney+",0,"90-100"
"61",16,"Fyre",2019,"18+",91,"Netflix",1,"90-100"
"62",16,"Fyre",2019,"18+",91,"Hulu",0,"90-100"
"63",16,"Fyre",2019,"18+",91,"Prime Video",0,"90-100"
"64",16,"Fyre",2019,"18+",91,"Disney+",0,"90-100"
"65",17,"Miss Americana",2020,"18+",90,"Netflix",1,"90-100"
"66",17,"Miss Americana",2020,"18+",90,"Hulu",0,"90-100"
"67",17,"Miss Americana",2020,"18+",90,"Prime Video",0,"90-100"
"68",17,"Miss Americana",2020,"18+",90,"Disney+",0,"90-100"
"69",18,"Virunga",2014,"16+",90,"Netflix",1,"90-100"
"70",18,"Virunga",2014,"16+",90,"Hulu",0,"90-100"
"71",18,"Virunga",2014,"16+",90,"Prime Video",0,"90-100"
"72",18,"Virunga",2014,"16+",90,"Disney+",0,"90-100"
"73",19,"Black Friday",2004,"18+",90,"Netflix",1,"90-100"
"74",19,"Black Friday",2004,"18+",90,"Hulu",0,"90-100"
"75",19,"Black Friday",2004,"18+",90,"Prime Video",0,"90-100"
"76",19,"Black Friday",2004,"18+",90,"Disney+",0,"90-100"
"77",20,"Talvar",2015,"7+",90,"Netflix",1,"90-100"
"78",20,"Talvar",2015,"7+",90,"Hulu",0,"90-100"
"79",20,"Talvar",2015,"7+",90,"Prime Video",0,"90-100"
"80",20,"Talvar",2015,"7+",90,"Disney+",0,"90-100"
"81",21,"The King",2019,"18+",90,"Netflix",1,"90-100"
"82",21,"The King",2019,"18+",90,"Hulu",0,"90-100"
"83",21,"The King",2019,"18+",90,"Prime Video",0,"90-100"
"84",21,"The King",2019,"18+",90,"Disney+",0,"90-100"
"85",22,"John Mulaney: Kid Gorgeous at Radio City",2018,"18+",89,"Netflix",1,"80-90"
"86",22,"John Mulaney: Kid Gorgeous at Radio City",2018,"18+",89,"Hulu",0,"80-90"
"87",22,"John Mulaney: Kid Gorgeous at Radio City",2018,"18+",89,"Prime Video",0,"80-90"
"88",22,"John Mulaney: Kid Gorgeous at Radio City",2018,"18+",89,"Disney+",0,"80-90"
"89",23,"I Am Mother",2019,"13+",89,"Netflix",1,"80-90"
"90",23,"I Am Mother",2019,"13+",89,"Hulu",0,"80-90"
"91",23,"I Am Mother",2019,"13+",89,"Prime Video",0,"80-90"
"92",23,"I Am Mother",2019,"13+",89,"Disney+",0,"80-90"
"93",24,"Tell Me Who I Am",2019,"18+",89,"Netflix",1,"80-90"
"94",24,"Tell Me Who I Am",2019,"18+",89,"Hulu",0,"80-90"
"95",24,"Tell Me Who I Am",2019,"18+",89,"Prime Video",0,"80-90"
"96",24,"Tell Me Who I Am",2019,"18+",89,"Disney+",0,"80-90"
"97",25,"The Departed",2006,"18+",89,"Netflix",1,"80-90"
"98",25,"The Departed",2006,"18+",89,"Hulu",0,"80-90"
"99",25,"The Departed",2006,"18+",89,"Prime Video",0,"80-90"
"100",25,"The Departed",2006,"18+",89,"Disney+",0,"80-90"
"101",26,"Winter on Fire: Ukraine's Fight for Freedom",2015,"16+",89,"Netflix",1,"80-90"
"102",26,"Winter on Fire: Ukraine's Fight for Freedom",2015,"16+",89,"Hulu",0,"80-90"
"103",26,"Winter on Fire: Ukraine's Fight for Freedom",2015,"16+",89,"Prime Video",0,"80-90"
"104",26,"Winter on Fire: Ukraine's Fight for Freedom",2015,"16+",89,"Disney+",0,"80-90"
"105",27,"Terminator 2: Judgment Day",1991,"18+",89,"Netflix",1,"80-90"
"106",27,"Terminator 2: Judgment Day",1991,"18+",89,"Hulu",0,"80-90"
"107",27,"Terminator 2: Judgment Day",1991,"18+",89,"Prime Video",0,"80-90"
"108",27,"Terminator 2: Judgment Day",1991,"18+",89,"Disney+",0,"80-90"
"109",28,"I Lost My Body",2019,"18+",89,"Netflix",1,"80-90"
"110",28,"I Lost My Body",2019,"18+",89,"Hulu",0,"80-90"
"111",28,"I Lost My Body",2019,"18+",89,"Prime Video",0,"80-90"
"112",28,"I Lost My Body",2019,"18+",89,"Disney+",0,"80-90"
"113",29,"Django Unchained",2012,"18+",89,"Netflix",1,"80-90"
"114",29,"Django Unchained",2012,"18+",89,"Hulu",0,"80-90"
"115",29,"Django Unchained",2012,"18+",89,"Prime Video",0,"80-90"
"116",29,"Django Unchained",2012,"18+",89,"Disney+",0,"80-90"
"117",30,"The Half of It",2020,"13+",89,"Netflix",1,"80-90"
"118",30,"The Half of It",2020,"13+",89,"Hulu",0,"80-90"
"119",30,"The Half of It",2020,"13+",89,"Prime Video",0,"80-90"
"120",30,"The Half of It",2020,"13+",89,"Disney+",0,"80-90"
"121",31,"The Boy Who Harnessed the Wind",2019,"7+",89,"Netflix",1,"80-90"
"122",31,"The Boy Who Harnessed the Wind",2019,"7+",89,"Hulu",0,"80-90"
"123",31,"The Boy Who Harnessed the Wind",2019,"7+",89,"Prime Video",0,"80-90"
"124",31,"The Boy Who Harnessed the Wind",2019,"7+",89,"Disney+",0,"80-90"
"125",32,"The Devil All the Time",2020,"18+",89,"Netflix",1,"80-90"
"126",32,"The Devil All the Time",2020,"18+",89,"Hulu",0,"80-90"
"127",32,"The Devil All the Time",2020,"18+",89,"Prime Video",0,"80-90"
"128",32,"The Devil All the Time",2020,"18+",89,"Disney+",0,"80-90"
"129",33,"The Fundamentals of Caring",2016,"18+",89,"Netflix",1,"80-90"
"130",33,"The Fundamentals of Caring",2016,"18+",89,"Hulu",0,"80-90"
"131",33,"The Fundamentals of Caring",2016,"18+",89,"Prime Video",0,"80-90"
"132",33,"The Fundamentals of Caring",2016,"18+",89,"Disney+",0,"80-90"
"133",34,"Pieces of a Woman",2020,"18+",88,"Netflix",1,"80-90"
"134",34,"Pieces of a Woman",2020,"18+",88,"Hulu",0,"80-90"
"135",34,"Pieces of a Woman",2020,"18+",88,"Prime Video",0,"80-90"
"136",34,"Pieces of a Woman",2020,"18+",88,"Disney+",0,"80-90"
"137",35,"Gerald's Game",2017,"18+",88,"Netflix",1,"80-90"
"138",35,"Gerald's Game",2017,"18+",88,"Hulu",0,"80-90"
"139",35,"Gerald's Game",2017,"18+",88,"Prime Video",0,"80-90"
"140",35,"Gerald's Game",2017,"18+",88,"Disney+",0,"80-90"
"141",36,"On Body and Soul",2017,NA,88,"Netflix",1,"80-90"
"142",36,"On Body and Soul",2017,NA,88,"Hulu",0,"80-90"
"143",36,"On Body and Soul",2017,NA,88,"Prime Video",0,"80-90"
"144",36,"On Body and Soul",2017,NA,88,"Disney+",0,"80-90"
"145",37,"Shutter Island",2010,"18+",88,"Netflix",1,"80-90"
"146",37,"Shutter Island",2010,"18+",88,"Hulu",0,"80-90"
"147",37,"Shutter Island",2010,"18+",88,"Prime Video",0,"80-90"
"148",37,"Shutter Island",2010,"18+",88,"Disney+",0,"80-90"
"149",38,"Always Be My Maybe",2019,"13+",88,"Netflix",1,"80-90"
"150",38,"Always Be My Maybe",2019,"13+",88,"Hulu",0,"80-90"
"151",38,"Always Be My Maybe",2019,"13+",88,"Prime Video",0,"80-90"
"152",38,"Always Be My Maybe",2019,"13+",88,"Disney+",0,"80-90"
"153",39,"The Intouchables",2011,"7+",88,"Netflix",1,"80-90"
"154",39,"The Intouchables",2011,"7+",88,"Hulu",0,"80-90"
"155",39,"The Intouchables",2011,"7+",88,"Prime Video",0,"80-90"
"156",39,"The Intouchables",2011,"7+",88,"Disney+",0,"80-90"
"157",40,"Bill Burr: Paper Tiger",2019,"18+",87,"Netflix",1,"80-90"
"158",40,"Bill Burr: Paper Tiger",2019,"18+",87,"Hulu",0,"80-90"
"159",40,"Bill Burr: Paper Tiger",2019,"18+",87,"Prime Video",0,"80-90"
"160",40,"Bill Burr: Paper Tiger",2019,"18+",87,"Disney+",0,"80-90"
"161",41,"Special 26",2013,NA,87,"Netflix",1,"80-90"
"162",41,"Special 26",2013,NA,87,"Hulu",0,"80-90"
"163",41,"Special 26",2013,NA,87,"Prime Video",0,"80-90"
"164",41,"Special 26",2013,NA,87,"Disney+",0,"80-90"
"165",42,"Kiss the Ground",2020,"18+",87,"Netflix",1,"80-90"
"166",42,"Kiss the Ground",2020,"18+",87,"Hulu",0,"80-90"
"167",42,"Kiss the Ground",2020,"18+",87,"Prime Video",0,"80-90"
"168",42,"Kiss the Ground",2020,"18+",87,"Disney+",0,"80-90"
"169",43,"Crip Camp: A Disability Revolution",2020,"18+",87,"Netflix",1,"80-90"
"170",43,"Crip Camp: A Disability Revolution",2020,"18+",87,"Hulu",0,"80-90"
"171",43,"Crip Camp: A Disability Revolution",2020,"18+",87,"Prime Video",0,"80-90"
"172",43,"Crip Camp: A Disability Revolution",2020,"18+",87,"Disney+",0,"80-90"
"173",44,"Extraction",2020,"18+",87,"Netflix",1,"80-90"
"174",44,"Extraction",2020,"18+",87,"Hulu",0,"80-90"
"175",44,"Extraction",2020,"18+",87,"Prime Video",0,"80-90"
"176",44,"Extraction",2020,"18+",87,"Disney+",0,"80-90"
"177",45,"No Direction Home: Bob Dylan",2005,"all",87,"Netflix",1,"80-90"
"178",45,"No Direction Home: Bob Dylan",2005,"all",87,"Hulu",0,"80-90"
"179",45,"No Direction Home: Bob Dylan",2005,"all",87,"Prime Video",0,"80-90"
"180",45,"No Direction Home: Bob Dylan",2005,"all",87,"Disney+",0,"80-90"
"181",46,"Kabhi Khushi Kabhie Gham",2001,"all",87,"Netflix",1,"80-90"
"182",46,"Kabhi Khushi Kabhie Gham",2001,"all",87,"Hulu",0,"80-90"
"183",46,"Kabhi Khushi Kabhie Gham",2001,"all",87,"Prime Video",0,"80-90"
"184",46,"Kabhi Khushi Kabhie Gham",2001,"all",87,"Disney+",0,"80-90"
"185",47,"His House",2020,"16+",87,"Netflix",1,"80-90"
"186",47,"His House",2020,"16+",87,"Hulu",0,"80-90"
"187",47,"His House",2020,"16+",87,"Prime Video",0,"80-90"
"188",47,"His House",2020,"16+",87,"Disney+",0,"80-90"
"189",48,"Super Deluxe",2019,"18+",87,"Netflix",1,"80-90"
"190",48,"Super Deluxe",2019,"18+",87,"Hulu",0,"80-90"
"191",48,"Super Deluxe",2019,"18+",87,"Prime Video",0,"80-90"
"192",48,"Super Deluxe",2019,"18+",87,"Disney+",0,"80-90"
"193",49,"The Guernsey Literary & Potato Peel Pie Society",2018,"16+",87,"Netflix",1,"80-90"
"194",49,"The Guernsey Literary & Potato Peel Pie Society",2018,"16+",87,"Hulu",0,"80-90"
"195",49,"The Guernsey Literary & Potato Peel Pie Society",2018,"16+",87,"Prime Video",0,"80-90"
"196",49,"The Guernsey Literary & Potato Peel Pie Society",2018,"16+",87,"Disney+",0,"80-90"
"197",50,"A Secret Love",2020,"18+",87,"Netflix",1,"80-90"
"198",50,"A Secret Love",2020,"18+",87,"Hulu",0,"80-90"
"199",50,"A Secret Love",2020,"18+",87,"Prime Video",0,"80-90"
"200",50,"A Secret Love",2020,"18+",87,"Disney+",0,"80-90"
"201",51,"The Night Comes for Us",2018,"18+",87,"Netflix",1,"80-90"
"202",51,"The Night Comes for Us",2018,"18+",87,"Hulu",0,"80-90"
"203",51,"The Night Comes for Us",2018,"18+",87,"Prime Video",0,"80-90"
"204",51,"The Night Comes for Us",2018,"18+",87,"Disney+",0,"80-90"
"205",52,"The Big Lebowski",1998,"18+",87,"Netflix",1,"80-90"
"206",52,"The Big Lebowski",1998,"18+",87,"Hulu",0,"80-90"
"207",52,"The Big Lebowski",1998,"18+",87,"Prime Video",0,"80-90"
"208",52,"The Big Lebowski",1998,"18+",87,"Disney+",0,"80-90"
"209",53,"Pad Man",2018,"13+",87,"Netflix",1,"80-90"
"210",53,"Pad Man",2018,"13+",87,"Hulu",0,"80-90"
"211",53,"Pad Man",2018,"13+",87,"Prime Video",0,"80-90"
"212",53,"Pad Man",2018,"13+",87,"Disney+",0,"80-90"
"213",54,"American Factory",2019,"13+",86,"Netflix",1,"80-90"
"214",54,"American Factory",2019,"13+",86,"Hulu",0,"80-90"
"215",54,"American Factory",2019,"13+",86,"Prime Video",0,"80-90"
"216",54,"American Factory",2019,"13+",86,"Disney+",0,"80-90"
"217",55,"Bird Box",2018,"18+",86,"Netflix",1,"80-90"
"218",55,"Bird Box",2018,"18+",86,"Hulu",0,"80-90"
"219",55,"Bird Box",2018,"18+",86,"Prime Video",0,"80-90"
"220",55,"Bird Box",2018,"18+",86,"Disney+",0,"80-90"
"221",56,"The Pianist",2002,"18+",86,"Netflix",1,"80-90"
"222",56,"The Pianist",2002,"18+",86,"Hulu",0,"80-90"
"223",56,"The Pianist",2002,"18+",86,"Prime Video",0,"80-90"
"224",56,"The Pianist",2002,"18+",86,"Disney+",0,"80-90"
"225",57,"3 Idiots",2009,"13+",86,"Netflix",1,"80-90"
"226",57,"3 Idiots",2009,"13+",86,"Hulu",0,"80-90"
"227",57,"3 Idiots",2009,"13+",86,"Prime Video",0,"80-90"
"228",57,"3 Idiots",2009,"13+",86,"Disney+",0,"80-90"
"229",58,"The Distinguished Citizen",2016,NA,86,"Netflix",1,"80-90"
"230",58,"The Distinguished Citizen",2016,NA,86,"Hulu",0,"80-90"
"231",58,"The Distinguished Citizen",2016,NA,86,"Prime Video",0,"80-90"
"232",58,"The Distinguished Citizen",2016,NA,86,"Disney+",0,"80-90"
"233",59,"A Shaun the Sheep Movie: Farmageddon",2019,"all",86,"Netflix",1,"80-90"
"234",59,"A Shaun the Sheep Movie: Farmageddon",2019,"all",86,"Hulu",0,"80-90"
"235",59,"A Shaun the Sheep Movie: Farmageddon",2019,"all",86,"Prime Video",0,"80-90"
"236",59,"A Shaun the Sheep Movie: Farmageddon",2019,"all",86,"Disney+",0,"80-90"
"237",60,"A Clockwork Orange",1971,"18+",86,"Netflix",1,"80-90"
"238",60,"A Clockwork Orange",1971,"18+",86,"Hulu",0,"80-90"
"239",60,"A Clockwork Orange",1971,"18+",86,"Prime Video",0,"80-90"
"240",60,"A Clockwork Orange",1971,"18+",86,"Disney+",0,"80-90"
"241",61,"What Happened to Monday",2017,"18+",86,"Netflix",1,"80-90"
"242",61,"What Happened to Monday",2017,"18+",86,"Hulu",0,"80-90"
"243",61,"What Happened to Monday",2017,"18+",86,"Prime Video",0,"80-90"
"244",61,"What Happened to Monday",2017,"18+",86,"Disney+",0,"80-90"
"245",62,"Anthony Jeselnik: Thoughts and Prayers",2015,"18+",86,"Netflix",1,"80-90"
"246",62,"Anthony Jeselnik: Thoughts and Prayers",2015,"18+",86,"Hulu",0,"80-90"
"247",62,"Anthony Jeselnik: Thoughts and Prayers",2015,"18+",86,"Prime Video",0,"80-90"
"248",62,"Anthony Jeselnik: Thoughts and Prayers",2015,"18+",86,"Disney+",0,"80-90"
"249",63,"The White Helmets",2016,"16+",86,"Netflix",1,"80-90"
"250",63,"The White Helmets",2016,"16+",86,"Hulu",0,"80-90"
"251",63,"The White Helmets",2016,"16+",86,"Prime Video",0,"80-90"
"252",63,"The White Helmets",2016,"16+",86,"Disney+",0,"80-90"
"253",64,"Invader ZIM: Enter the Florpus",2019,"7+",86,"Netflix",1,"80-90"
"254",64,"Invader ZIM: Enter the Florpus",2019,"7+",86,"Hulu",0,"80-90"
"255",64,"Invader ZIM: Enter the Florpus",2019,"7+",86,"Prime Video",0,"80-90"
"256",64,"Invader ZIM: Enter the Florpus",2019,"7+",86,"Disney+",0,"80-90"
"257",65,"Happy as Lazzaro",2018,"13+",85,"Netflix",1,"80-90"
"258",65,"Happy as Lazzaro",2018,"13+",85,"Hulu",0,"80-90"
"259",65,"Happy as Lazzaro",2018,"13+",85,"Prime Video",0,"80-90"
"260",65,"Happy as Lazzaro",2018,"13+",85,"Disney+",0,"80-90"
"261",66,"Chasing Coral",2017,NA,85,"Netflix",1,"80-90"
"262",66,"Chasing Coral",2017,NA,85,"Hulu",0,"80-90"
"263",66,"Chasing Coral",2017,NA,85,"Prime Video",0,"80-90"
"264",66,"Chasing Coral",2017,NA,85,"Disney+",0,"80-90"
"265",67,"Kal Ho Naa Ho",2003,"all",85,"Netflix",1,"80-90"
"266",67,"Kal Ho Naa Ho",2003,"all",85,"Hulu",0,"80-90"
"267",67,"Kal Ho Naa Ho",2003,"all",85,"Prime Video",0,"80-90"
"268",67,"Kal Ho Naa Ho",2003,"all",85,"Disney+",0,"80-90"
"269",68,"Pan's Labyrinth",2006,"18+",85,"Netflix",1,"80-90"
"270",68,"Pan's Labyrinth",2006,"18+",85,"Hulu",0,"80-90"
"271",68,"Pan's Labyrinth",2006,"18+",85,"Prime Video",0,"80-90"
"272",68,"Pan's Labyrinth",2006,"18+",85,"Disney+",0,"80-90"
"273",69,"Team Foxcatcher",2016,"16+",85,"Netflix",1,"80-90"
"274",69,"Team Foxcatcher",2016,"16+",85,"Hulu",0,"80-90"
"275",69,"Team Foxcatcher",2016,"16+",85,"Prime Video",0,"80-90"
"276",69,"Team Foxcatcher",2016,"16+",85,"Disney+",0,"80-90"
"277",70,"The Meyerowitz Stories (New and Selected)",2017,"18+",85,"Netflix",1,"80-90"
"278",70,"The Meyerowitz Stories (New and Selected)",2017,"18+",85,"Hulu",0,"80-90"
"279",70,"The Meyerowitz Stories (New and Selected)",2017,"18+",85,"Prime Video",0,"80-90"
"280",70,"The Meyerowitz Stories (New and Selected)",2017,"18+",85,"Disney+",0,"80-90"
"281",71,"Casino Royale",2006,"13+",85,"Netflix",1,"80-90"
"282",71,"Casino Royale",2006,"13+",85,"Hulu",0,"80-90"
"283",71,"Casino Royale",2006,"13+",85,"Prime Video",0,"80-90"
"284",71,"Casino Royale",2006,"13+",85,"Disney+",0,"80-90"
"285",72,"The Hateful Eight",2015,"18+",85,"Netflix",1,"80-90"
"286",72,"The Hateful Eight",2015,"18+",85,"Hulu",0,"80-90"
"287",72,"The Hateful Eight",2015,"18+",85,"Prime Video",0,"80-90"
"288",72,"The Hateful Eight",2015,"18+",85,"Disney+",0,"80-90"
"289",73,"Rush",2013,"18+",84,"Netflix",1,"80-90"
"290",73,"Rush",2013,"18+",84,"Hulu",0,"80-90"
"291",73,"Rush",2013,"18+",84,"Prime Video",0,"80-90"
"292",73,"Rush",2013,"18+",84,"Disney+",0,"80-90"
"293",74,"Zombieland",2009,"18+",84,"Netflix",1,"80-90"
"294",74,"Zombieland",2009,"18+",84,"Hulu",0,"80-90"
"295",74,"Zombieland",2009,"18+",84,"Prime Video",0,"80-90"
"296",74,"Zombieland",2009,"18+",84,"Disney+",0,"80-90"
"297",75,"Eurovision Song Contest: The Story of Fire Saga",2020,"13+",84,"Netflix",1,"80-90"
"298",75,"Eurovision Song Contest: The Story of Fire Saga",2020,"13+",84,"Hulu",0,"80-90"
"299",75,"Eurovision Song Contest: The Story of Fire Saga",2020,"13+",84,"Prime Video",0,"80-90"
"300",75,"Eurovision Song Contest: The Story of Fire Saga",2020,"13+",84,"Disney+",0,"80-90"
"301",76,"Kapoor & Sons",2016,"13+",84,"Netflix",1,"80-90"
"302",76,"Kapoor & Sons",2016,"13+",84,"Hulu",0,"80-90"
"303",76,"Kapoor & Sons",2016,"13+",84,"Prime Video",0,"80-90"
"304",76,"Kapoor & Sons",2016,"13+",84,"Disney+",0,"80-90"
"305",77,"The Perfection",2018,"18+",84,"Netflix",1,"80-90"
"306",77,"The Perfection",2018,"18+",84,"Hulu",0,"80-90"
"307",77,"The Perfection",2018,"18+",84,"Prime Video",0,"80-90"
"308",77,"The Perfection",2018,"18+",84,"Disney+",0,"80-90"
"309",78,"Dave Chappelle: Sticks & Stones",2019,"18+",84,"Netflix",1,"80-90"
"310",78,"Dave Chappelle: Sticks & Stones",2019,"18+",84,"Hulu",0,"80-90"
"311",78,"Dave Chappelle: Sticks & Stones",2019,"18+",84,"Prime Video",0,"80-90"
"312",78,"Dave Chappelle: Sticks & Stones",2019,"18+",84,"Disney+",0,"80-90"
"313",79,"There Will Be Blood",2007,"18+",84,"Netflix",1,"80-90"
"314",79,"There Will Be Blood",2007,"18+",84,"Hulu",0,"80-90"
"315",79,"There Will Be Blood",2007,"18+",84,"Prime Video",0,"80-90"
"316",79,"There Will Be Blood",2007,"18+",84,"Disney+",0,"80-90"
"317",80,"Million Dollar Baby",2004,"13+",84,"Netflix",1,"80-90"
"318",80,"Million Dollar Baby",2004,"13+",84,"Hulu",0,"80-90"
"319",80,"Million Dollar Baby",2004,"13+",84,"Prime Video",0,"80-90"
"320",80,"Million Dollar Baby",2004,"13+",84,"Disney+",0,"80-90"
"321",81,"The Social Network",2010,"13+",84,"Netflix",1,"80-90"
"322",81,"The Social Network",2010,"13+",84,"Hulu",1,"80-90"
"323",81,"The Social Network",2010,"13+",84,"Prime Video",0,"80-90"
"324",81,"The Social Network",2010,"13+",84,"Disney+",0,"80-90"
"325",82,"The Christmas Chronicles",2018,"7+",84,"Netflix",1,"80-90"
"326",82,"The Christmas Chronicles",2018,"7+",84,"Hulu",0,"80-90"
"327",82,"The Christmas Chronicles",2018,"7+",84,"Prime Video",0,"80-90"
"328",82,"The Christmas Chronicles",2018,"7+",84,"Disney+",0,"80-90"
"329",83,"Monty Python and the Holy Grail",1975,"7+",84,"Netflix",1,"80-90"
"330",83,"Monty Python and the Holy Grail",1975,"7+",84,"Hulu",0,"80-90"
"331",83,"Monty Python and the Holy Grail",1975,"7+",84,"Prime Video",0,"80-90"
"332",83,"Monty Python and the Holy Grail",1975,"7+",84,"Disney+",0,"80-90"
"333",84,"The Pixar Story",2007,"all",84,"Netflix",1,"80-90"
"334",84,"The Pixar Story",2007,"all",84,"Hulu",0,"80-90"
"335",84,"The Pixar Story",2007,"all",84,"Prime Video",0,"80-90"
"336",84,"The Pixar Story",2007,"all",84,"Disney+",0,"80-90"
"337",85,"Ma Rainey's Black Bottom",2020,"18+",84,"Netflix",1,"80-90"
"338",85,"Ma Rainey's Black Bottom",2020,"18+",84,"Hulu",0,"80-90"
"339",85,"Ma Rainey's Black Bottom",2020,"18+",84,"Prime Video",0,"80-90"
"340",85,"Ma Rainey's Black Bottom",2020,"18+",84,"Disney+",0,"80-90"
"341",86,"Calibre",2018,"18+",84,"Netflix",1,"80-90"
"342",86,"Calibre",2018,"18+",84,"Hulu",0,"80-90"
"343",86,"Calibre",2018,"18+",84,"Prime Video",0,"80-90"
"344",86,"Calibre",2018,"18+",84,"Disney+",0,"80-90"
"345",87,"Silver Linings Playbook",2012,"18+",84,"Netflix",1,"80-90"
"346",87,"Silver Linings Playbook",2012,"18+",84,"Hulu",0,"80-90"
"347",87,"Silver Linings Playbook",2012,"18+",84,"Prime Video",0,"80-90"
"348",87,"Silver Linings Playbook",2012,"18+",84,"Disney+",0,"80-90"
"349",88,"Over the Moon",2020,"7+",84,"Netflix",1,"80-90"
"350",88,"Over the Moon",2020,"7+",84,"Hulu",0,"80-90"
"351",88,"Over the Moon",2020,"7+",84,"Prime Video",0,"80-90"
"352",88,"Over the Moon",2020,"7+",84,"Disney+",0,"80-90"
