"","id","title","year","age","rotten_tomatoes","service","yes_no","rotten_tomatoes_cat"
"1646",412,"Bon Cop Bad Cop 2",2017,NA,72,"Hulu",0,"70-80"
"1647",412,"Bon Cop Bad Cop 2",2017,NA,72,"Prime Video",0,"70-80"
"1648",412,"Bon Cop Bad Cop 2",2017,NA,72,"Disney+",0,"70-80"
"1649",413,"Hot Rod",2007,"13+",72,"Netflix",1,"70-80"
"1650",413,"Hot Rod",2007,"13+",72,"Hulu",0,"70-80"
"1651",413,"Hot Rod",2007,"13+",72,"Prime Video",1,"70-80"
"1652",413,"Hot Rod",2007,"13+",72,"Disney+",0,"70-80"
"1653",414,"The BFG",2016,"7+",72,"Netflix",1,"70-80"
"1654",414,"The BFG",2016,"7+",72,"Hulu",0,"70-80"
"1655",414,"The BFG",2016,"7+",72,"Prime Video",0,"70-80"
"1656",414,"The BFG",2016,"7+",72,"Disney+",0,"70-80"
"1657",415,"Sunday's Illness",2018,"13+",72,"Netflix",1,"70-80"
"1658",415,"Sunday's Illness",2018,"13+",72,"Hulu",0,"70-80"
"1659",415,"Sunday's Illness",2018,"13+",72,"Prime Video",0,"70-80"
"1660",415,"Sunday's Illness",2018,"13+",72,"Disney+",0,"70-80"
"1661",416,"The Lorax",2012,"7+",72,"Netflix",1,"70-80"
"1662",416,"The Lorax",2012,"7+",72,"Hulu",1,"70-80"
"1663",416,"The Lorax",2012,"7+",72,"Prime Video",0,"70-80"
"1664",416,"The Lorax",2012,"7+",72,"Disney+",0,"70-80"
"1665",417,"Win It All",2017,"18+",72,"Netflix",1,"70-80"
"1666",417,"Win It All",2017,"18+",72,"Hulu",0,"70-80"
"1667",417,"Win It All",2017,"18+",72,"Prime Video",0,"70-80"
"1668",417,"Win It All",2017,"18+",72,"Disney+",0,"70-80"
"1669",418,"Mile 22",2018,"18+",72,"Netflix",1,"70-80"
"1670",418,"Mile 22",2018,"18+",72,"Hulu",0,"70-80"
"1671",418,"Mile 22",2018,"18+",72,"Prime Video",0,"70-80"
"1672",418,"Mile 22",2018,"18+",72,"Disney+",0,"70-80"
"1673",419,"Tenacious D in The Pick of Destiny",2006,"18+",72,"Netflix",1,"70-80"
"1674",419,"Tenacious D in The Pick of Destiny",2006,"18+",72,"Hulu",0,"70-80"
"1675",419,"Tenacious D in The Pick of Destiny",2006,"18+",72,"Prime Video",0,"70-80"
"1676",419,"Tenacious D in The Pick of Destiny",2006,"18+",72,"Disney+",0,"70-80"
"1677",420,"The Sum of All Fears",2002,"13+",72,"Netflix",1,"70-80"
"1678",420,"The Sum of All Fears",2002,"13+",72,"Hulu",0,"70-80"
"1679",420,"The Sum of All Fears",2002,"13+",72,"Prime Video",0,"70-80"
"1680",420,"The Sum of All Fears",2002,"13+",72,"Disney+",0,"70-80"
"1681",421,"G.O.R.A.",2004,"13+",72,"Netflix",1,"70-80"
"1682",421,"G.O.R.A.",2004,"13+",72,"Hulu",0,"70-80"
"1683",421,"G.O.R.A.",2004,"13+",72,"Prime Video",0,"70-80"
"1684",421,"G.O.R.A.",2004,"13+",72,"Disney+",0,"70-80"
"1685",422,"The Perfect Date",2019,"16+",72,"Netflix",1,"70-80"
"1686",422,"The Perfect Date",2019,"16+",72,"Hulu",0,"70-80"
"1687",422,"The Perfect Date",2019,"16+",72,"Prime Video",0,"70-80"
"1688",422,"The Perfect Date",2019,"16+",72,"Disney+",0,"70-80"
"1689",423,"Code 8",2019,NA,72,"Netflix",1,"70-80"
"1690",423,"Code 8",2019,NA,72,"Hulu",0,"70-80"
"1691",423,"Code 8",2019,NA,72,"Prime Video",0,"70-80"
"1692",423,"Code 8",2019,NA,72,"Disney+",0,"70-80"
"1693",424,"Cowspiracy: The Sustainability Secret",2014,NA,72,"Netflix",1,"70-80"
"1694",424,"Cowspiracy: The Sustainability Secret",2014,NA,72,"Hulu",0,"70-80"
"1695",424,"Cowspiracy: The Sustainability Secret",2014,NA,72,"Prime Video",0,"70-80"
"1696",424,"Cowspiracy: The Sustainability Secret",2014,NA,72,"Disney+",0,"70-80"
"1697",425,"Life As We Know It",2010,"13+",72,"Netflix",1,"70-80"
"1698",425,"Life As We Know It",2010,"13+",72,"Hulu",0,"70-80"
"1699",425,"Life As We Know It",2010,"13+",72,"Prime Video",0,"70-80"
"1700",425,"Life As We Know It",2010,"13+",72,"Disney+",0,"70-80"
"1701",426,"American Assassin",2017,"18+",72,"Netflix",1,"70-80"
"1702",426,"American Assassin",2017,"18+",72,"Hulu",0,"70-80"
"1703",426,"American Assassin",2017,"18+",72,"Prime Video",0,"70-80"
"1704",426,"American Assassin",2017,"18+",72,"Disney+",0,"70-80"
"1705",427,"August: Osage County",2013,"18+",72,"Netflix",1,"70-80"
"1706",427,"August: Osage County",2013,"18+",72,"Hulu",0,"70-80"
"1707",427,"August: Osage County",2013,"18+",72,"Prime Video",0,"70-80"
"1708",427,"August: Osage County",2013,"18+",72,"Disney+",0,"70-80"
"1709",428,"Kuch Kuch Hota Hai",1998,"all",72,"Netflix",1,"70-80"
"1710",428,"Kuch Kuch Hota Hai",1998,"all",72,"Hulu",0,"70-80"
"1711",428,"Kuch Kuch Hota Hai",1998,"all",72,"Prime Video",0,"70-80"
"1712",428,"Kuch Kuch Hota Hai",1998,"all",72,"Disney+",0,"70-80"
"1713",429,"Who Am I",2014,NA,72,"Netflix",1,"70-80"
"1714",429,"Who Am I",2014,NA,72,"Hulu",0,"70-80"
"1715",429,"Who Am I",2014,NA,72,"Prime Video",0,"70-80"
"1716",429,"Who Am I",2014,NA,72,"Disney+",0,"70-80"
"1717",430,"Free State of Jones",2016,"18+",72,"Netflix",1,"70-80"
"1718",430,"Free State of Jones",2016,"18+",72,"Hulu",0,"70-80"
"1719",430,"Free State of Jones",2016,"18+",72,"Prime Video",0,"70-80"
"1720",430,"Free State of Jones",2016,"18+",72,"Disney+",0,"70-80"
"1721",431,"Beast Stalker",2008,NA,72,"Netflix",1,"70-80"
"1722",431,"Beast Stalker",2008,NA,72,"Hulu",0,"70-80"
"1723",431,"Beast Stalker",2008,NA,72,"Prime Video",0,"70-80"
"1724",431,"Beast Stalker",2008,NA,72,"Disney+",0,"70-80"
"1725",432,"Dark Skies",2013,"16+",72,"Netflix",1,"70-80"
"1726",432,"Dark Skies",2013,"16+",72,"Hulu",0,"70-80"
"1727",432,"Dark Skies",2013,"16+",72,"Prime Video",0,"70-80"
"1728",432,"Dark Skies",2013,"16+",72,"Disney+",0,"70-80"
"1729",433,"Safe Haven",2013,"13+",72,"Netflix",1,"70-80"
"1730",433,"Safe Haven",2013,"13+",72,"Hulu",0,"70-80"
"1731",433,"Safe Haven",2013,"13+",72,"Prime Video",0,"70-80"
"1732",433,"Safe Haven",2013,"13+",72,"Disney+",0,"70-80"
"1733",434,"Bāhubali 2: The Conclusion",2017,"7+",72,"Netflix",1,"70-80"
"1734",434,"Bāhubali 2: The Conclusion",2017,"7+",72,"Hulu",0,"70-80"
"1735",434,"Bāhubali 2: The Conclusion",2017,"7+",72,"Prime Video",0,"70-80"
"1736",434,"Bāhubali 2: The Conclusion",2017,"7+",72,"Disney+",0,"70-80"
"1737",435,"Outlaw King",2018,"18+",72,"Netflix",1,"70-80"
"1738",435,"Outlaw King",2018,"18+",72,"Hulu",0,"70-80"
"1739",435,"Outlaw King",2018,"18+",72,"Prime Video",0,"70-80"
"1740",435,"Outlaw King",2018,"18+",72,"Disney+",0,"70-80"
"1741",436,"Cloudy with a Chance of Meatballs 2",2013,"7+",72,"Netflix",1,"70-80"
"1742",436,"Cloudy with a Chance of Meatballs 2",2013,"7+",72,"Hulu",0,"70-80"
"1743",436,"Cloudy with a Chance of Meatballs 2",2013,"7+",72,"Prime Video",0,"70-80"
"1744",436,"Cloudy with a Chance of Meatballs 2",2013,"7+",72,"Disney+",0,"70-80"
"1745",437,"Turbo",2013,"7+",72,"Netflix",1,"70-80"
"1746",437,"Turbo",2013,"7+",72,"Hulu",0,"70-80"
"1747",437,"Turbo",2013,"7+",72,"Prime Video",0,"70-80"
"1748",437,"Turbo",2013,"7+",72,"Disney+",0,"70-80"
"1749",438,"G.I. Joe: The Rise of Cobra",2009,"13+",72,"Netflix",1,"70-80"
"1750",438,"G.I. Joe: The Rise of Cobra",2009,"13+",72,"Hulu",0,"70-80"
"1751",438,"G.I. Joe: The Rise of Cobra",2009,"13+",72,"Prime Video",0,"70-80"
"1752",438,"G.I. Joe: The Rise of Cobra",2009,"13+",72,"Disney+",0,"70-80"
"1753",439,"Horns",2013,"18+",72,"Netflix",1,"70-80"
"1754",439,"Horns",2013,"18+",72,"Hulu",0,"70-80"
"1755",439,"Horns",2013,"18+",72,"Prime Video",0,"70-80"
"1756",439,"Horns",2013,"18+",72,"Disney+",0,"70-80"
"1757",440,"Drishyam",2015,"18+",72,"Netflix",1,"70-80"
"1758",440,"Drishyam",2015,"18+",72,"Hulu",0,"70-80"
"1759",440,"Drishyam",2015,"18+",72,"Prime Video",0,"70-80"
"1760",440,"Drishyam",2015,"18+",72,"Disney+",0,"70-80"
"1761",441,"Triple Frontier",2019,"18+",72,"Netflix",1,"70-80"
"1762",441,"Triple Frontier",2019,"18+",72,"Hulu",0,"70-80"
"1763",441,"Triple Frontier",2019,"18+",72,"Prime Video",0,"70-80"
"1764",441,"Triple Frontier",2019,"18+",72,"Disney+",0,"70-80"
"1765",442,"Hail, Caesar!",2016,"13+",72,"Netflix",1,"70-80"
"1766",442,"Hail, Caesar!",2016,"13+",72,"Hulu",0,"70-80"
"1767",442,"Hail, Caesar!",2016,"13+",72,"Prime Video",0,"70-80"
"1768",442,"Hail, Caesar!",2016,"13+",72,"Disney+",0,"70-80"
"1769",443,"The Ice Road",2021,"13+",72,"Netflix",1,"70-80"
"1770",443,"The Ice Road",2021,"13+",72,"Hulu",0,"70-80"
"1771",443,"The Ice Road",2021,"13+",72,"Prime Video",0,"70-80"
"1772",443,"The Ice Road",2021,"13+",72,"Disney+",0,"70-80"
"1773",444,"Monster House",2006,"7+",72,"Netflix",1,"70-80"
"1774",444,"Monster House",2006,"7+",72,"Hulu",0,"70-80"
"1775",444,"Monster House",2006,"7+",72,"Prime Video",0,"70-80"
"1776",444,"Monster House",2006,"7+",72,"Disney+",0,"70-80"
"1777",445,"Freaks",2019,"18+",72,"Netflix",1,"70-80"
"1778",445,"Freaks",2019,"18+",72,"Hulu",0,"70-80"
"1779",445,"Freaks",2019,"18+",72,"Prime Video",0,"70-80"
"1780",445,"Freaks",2019,"18+",72,"Disney+",0,"70-80"
"1781",446,"Felon",2008,"18+",72,"Netflix",1,"70-80"
"1782",446,"Felon",2008,"18+",72,"Hulu",0,"70-80"
"1783",446,"Felon",2008,"18+",72,"Prime Video",0,"70-80"
"1784",446,"Felon",2008,"18+",72,"Disney+",0,"70-80"
"1785",447,"Horse Girl",2020,"18+",72,"Netflix",1,"70-80"
"1786",447,"Horse Girl",2020,"18+",72,"Hulu",0,"70-80"
"1787",447,"Horse Girl",2020,"18+",72,"Prime Video",0,"70-80"
"1788",447,"Horse Girl",2020,"18+",72,"Disney+",0,"70-80"
"1789",448,"A Christmas Prince",2017,"7+",72,"Netflix",1,"70-80"
"1790",448,"A Christmas Prince",2017,"7+",72,"Hulu",0,"70-80"
"1791",448,"A Christmas Prince",2017,"7+",72,"Prime Video",1,"70-80"
"1792",448,"A Christmas Prince",2017,"7+",72,"Disney+",0,"70-80"
"1793",449,"Hillbilly Elegy",2020,"18+",72,"Netflix",1,"70-80"
"1794",449,"Hillbilly Elegy",2020,"18+",72,"Hulu",0,"70-80"
"1795",449,"Hillbilly Elegy",2020,"18+",72,"Prime Video",0,"70-80"
"1796",449,"Hillbilly Elegy",2020,"18+",72,"Disney+",0,"70-80"
"1797",450,"American Ultra",2015,"18+",72,"Netflix",1,"70-80"
"1798",450,"American Ultra",2015,"18+",72,"Hulu",0,"70-80"
"1799",450,"American Ultra",2015,"18+",72,"Prime Video",0,"70-80"
"1800",450,"American Ultra",2015,"18+",72,"Disney+",0,"70-80"
"1801",451,"First Match",2018,"18+",72,"Netflix",1,"70-80"
"1802",451,"First Match",2018,"18+",72,"Hulu",0,"70-80"
"1803",451,"First Match",2018,"18+",72,"Prime Video",0,"70-80"
"1804",451,"First Match",2018,"18+",72,"Disney+",0,"70-80"
"1805",452,"The Pelican Brief",1993,"13+",72,"Netflix",1,"70-80"
"1806",452,"The Pelican Brief",1993,"13+",72,"Hulu",0,"70-80"
"1807",452,"The Pelican Brief",1993,"13+",72,"Prime Video",0,"70-80"
"1808",452,"The Pelican Brief",1993,"13+",72,"Disney+",0,"70-80"
"1809",453,"The Tourist",2010,"13+",72,"Netflix",1,"70-80"
"1810",453,"The Tourist",2010,"13+",72,"Hulu",0,"70-80"
"1811",453,"The Tourist",2010,"13+",72,"Prime Video",0,"70-80"
"1812",453,"The Tourist",2010,"13+",72,"Disney+",0,"70-80"
"1813",454,"The Dawn Wall",2017,"16+",72,"Netflix",1,"70-80"
"1814",454,"The Dawn Wall",2017,"16+",72,"Hulu",0,"70-80"
"1815",454,"The Dawn Wall",2017,"16+",72,"Prime Video",0,"70-80"
"1816",454,"The Dawn Wall",2017,"16+",72,"Disney+",0,"70-80"
"1817",455,"I'm Thinking of Ending Things",2020,"18+",71,"Netflix",1,"70-80"
"1818",455,"I'm Thinking of Ending Things",2020,"18+",71,"Hulu",0,"70-80"
"1819",455,"I'm Thinking of Ending Things",2020,"18+",71,"Prime Video",0,"70-80"
"1820",455,"I'm Thinking of Ending Things",2020,"18+",71,"Disney+",0,"70-80"
"1821",456,"Shutter",2004,"18+",71,"Netflix",1,"70-80"
"1822",456,"Shutter",2004,"18+",71,"Hulu",0,"70-80"
"1823",456,"Shutter",2004,"18+",71,"Prime Video",0,"70-80"
"1824",456,"Shutter",2004,"18+",71,"Disney+",0,"70-80"
"1825",457,"Surf's Up",2007,"7+",71,"Netflix",1,"70-80"
"1826",457,"Surf's Up",2007,"7+",71,"Hulu",0,"70-80"
"1827",457,"Surf's Up",2007,"7+",71,"Prime Video",1,"70-80"
"1828",457,"Surf's Up",2007,"7+",71,"Disney+",0,"70-80"
"1829",458,"The Twilight Saga: Breaking Dawn - Part 2",2012,"13+",71,"Netflix",1,"70-80"
"1830",458,"The Twilight Saga: Breaking Dawn - Part 2",2012,"13+",71,"Hulu",0,"70-80"
"1831",458,"The Twilight Saga: Breaking Dawn - Part 2",2012,"13+",71,"Prime Video",0,"70-80"
"1832",458,"The Twilight Saga: Breaking Dawn - Part 2",2012,"13+",71,"Disney+",0,"70-80"
"1833",459,"Jagga Jasoos",2017,"7+",71,"Netflix",1,"70-80"
"1834",459,"Jagga Jasoos",2017,"7+",71,"Hulu",0,"70-80"
"1835",459,"Jagga Jasoos",2017,"7+",71,"Prime Video",0,"70-80"
"1836",459,"Jagga Jasoos",2017,"7+",71,"Disney+",0,"70-80"
"1837",460,"The Burial of Kojo",2018,NA,71,"Netflix",1,"70-80"
"1838",460,"The Burial of Kojo",2018,NA,71,"Hulu",0,"70-80"
"1839",460,"The Burial of Kojo",2018,NA,71,"Prime Video",0,"70-80"
"1840",460,"The Burial of Kojo",2018,NA,71,"Disney+",0,"70-80"
"1841",461,"My Best Friend's Wedding",1997,"13+",71,"Netflix",1,"70-80"
"1842",461,"My Best Friend's Wedding",1997,"13+",71,"Hulu",0,"70-80"
"1843",461,"My Best Friend's Wedding",1997,"13+",71,"Prime Video",0,"70-80"
"1844",461,"My Best Friend's Wedding",1997,"13+",71,"Disney+",0,"70-80"
"1845",462,"Bee Movie",2007,"7+",71,"Netflix",1,"70-80"
"1846",462,"Bee Movie",2007,"7+",71,"Hulu",0,"70-80"
"1847",462,"Bee Movie",2007,"7+",71,"Prime Video",0,"70-80"
"1848",462,"Bee Movie",2007,"7+",71,"Disney+",0,"70-80"
"1849",463,"Seoul Searching",2015,"18+",71,"Netflix",1,"70-80"
"1850",463,"Seoul Searching",2015,"18+",71,"Hulu",0,"70-80"
"1851",463,"Seoul Searching",2015,"18+",71,"Prime Video",0,"70-80"
"1852",463,"Seoul Searching",2015,"18+",71,"Disney+",0,"70-80"
"1853",464,"Before I Fall",2017,"13+",71,"Netflix",1,"70-80"
"1854",464,"Before I Fall",2017,"13+",71,"Hulu",0,"70-80"
"1855",464,"Before I Fall",2017,"13+",71,"Prime Video",0,"70-80"
"1856",464,"Before I Fall",2017,"13+",71,"Disney+",0,"70-80"
"1857",465,"The Babysitter",2017,"18+",71,"Netflix",1,"70-80"
"1858",465,"The Babysitter",2017,"18+",71,"Hulu",0,"70-80"
"1859",465,"The Babysitter",2017,"18+",71,"Prime Video",0,"70-80"
"1860",465,"The Babysitter",2017,"18+",71,"Disney+",0,"70-80"
"1861",466,"After",2019,"13+",71,"Netflix",1,"70-80"
"1862",466,"After",2019,"13+",71,"Hulu",0,"70-80"
"1863",466,"After",2019,"13+",71,"Prime Video",0,"70-80"
"1864",466,"After",2019,"13+",71,"Disney+",0,"70-80"
"1865",467,"As Above, So Below",2014,"18+",71,"Netflix",1,"70-80"
"1866",467,"As Above, So Below",2014,"18+",71,"Hulu",0,"70-80"
"1867",467,"As Above, So Below",2014,"18+",71,"Prime Video",0,"70-80"
"1868",467,"As Above, So Below",2014,"18+",71,"Disney+",0,"70-80"
"1869",468,"Bo Burnham: What.",2013,"18+",71,"Netflix",1,"70-80"
"1870",468,"Bo Burnham: What.",2013,"18+",71,"Hulu",0,"70-80"
"1871",468,"Bo Burnham: What.",2013,"18+",71,"Prime Video",0,"70-80"
"1872",468,"Bo Burnham: What.",2013,"18+",71,"Disney+",0,"70-80"
"1873",469,"Stree",2018,NA,71,"Netflix",1,"70-80"
"1874",469,"Stree",2018,NA,71,"Hulu",0,"70-80"
"1875",469,"Stree",2018,NA,71,"Prime Video",1,"70-80"
"1876",469,"Stree",2018,NA,71,"Disney+",0,"70-80"
"1877",470,"Velvet Buzzsaw",2019,"18+",71,"Netflix",1,"70-80"
"1878",470,"Velvet Buzzsaw",2019,"18+",71,"Hulu",0,"70-80"
"1879",470,"Velvet Buzzsaw",2019,"18+",71,"Prime Video",0,"70-80"
"1880",470,"Velvet Buzzsaw",2019,"18+",71,"Disney+",0,"70-80"
"1881",471,"Savages",2012,"18+",71,"Netflix",1,"70-80"
"1882",471,"Savages",2012,"18+",71,"Hulu",0,"70-80"
"1883",471,"Savages",2012,"18+",71,"Prime Video",0,"70-80"
"1884",471,"Savages",2012,"18+",71,"Disney+",0,"70-80"
"1885",472,"Jupiter Ascending",2015,"13+",71,"Netflix",1,"70-80"
"1886",472,"Jupiter Ascending",2015,"13+",71,"Hulu",0,"70-80"
"1887",472,"Jupiter Ascending",2015,"13+",71,"Prime Video",0,"70-80"
"1888",472,"Jupiter Ascending",2015,"13+",71,"Disney+",0,"70-80"
"1889",473,"Spectral",2016,"13+",71,"Netflix",1,"70-80"
"1890",473,"Spectral",2016,"13+",71,"Hulu",0,"70-80"
"1891",473,"Spectral",2016,"13+",71,"Prime Video",0,"70-80"
"1892",473,"Spectral",2016,"13+",71,"Disney+",0,"70-80"
"1893",474,"Resident Evil: Afterlife",2010,"18+",71,"Netflix",1,"70-80"
"1894",474,"Resident Evil: Afterlife",2010,"18+",71,"Hulu",1,"70-80"
"1895",474,"Resident Evil: Afterlife",2010,"18+",71,"Prime Video",0,"70-80"
"1896",474,"Resident Evil: Afterlife",2010,"18+",71,"Disney+",0,"70-80"
"1897",475,"Accepted",2006,"13+",71,"Netflix",1,"70-80"
"1898",475,"Accepted",2006,"13+",71,"Hulu",0,"70-80"
"1899",475,"Accepted",2006,"13+",71,"Prime Video",0,"70-80"
"1900",475,"Accepted",2006,"13+",71,"Disney+",0,"70-80"
"1901",476,"Live Twice, Love Once",2019,"18+",71,"Netflix",1,"70-80"
"1902",476,"Live Twice, Love Once",2019,"18+",71,"Hulu",0,"70-80"
"1903",476,"Live Twice, Love Once",2019,"18+",71,"Prime Video",0,"70-80"
"1904",476,"Live Twice, Love Once",2019,"18+",71,"Disney+",0,"70-80"
"1905",477,"Iliza Shlesinger: Elder Millennial",2018,"18+",71,"Netflix",1,"70-80"
"1906",477,"Iliza Shlesinger: Elder Millennial",2018,"18+",71,"Hulu",0,"70-80"
"1907",477,"Iliza Shlesinger: Elder Millennial",2018,"18+",71,"Prime Video",0,"70-80"
"1908",477,"Iliza Shlesinger: Elder Millennial",2018,"18+",71,"Disney+",0,"70-80"
"1909",478,"Zindagi Na Milegi Dobara",2011,"7+",71,"Netflix",1,"70-80"
"1910",478,"Zindagi Na Milegi Dobara",2011,"7+",71,"Hulu",0,"70-80"
"1911",478,"Zindagi Na Milegi Dobara",2011,"7+",71,"Prime Video",0,"70-80"
"1912",478,"Zindagi Na Milegi Dobara",2011,"7+",71,"Disney+",0,"70-80"
"1913",479,"Free Fire",2017,"18+",71,"Netflix",1,"70-80"
"1914",479,"Free Fire",2017,"18+",71,"Hulu",0,"70-80"
"1915",479,"Free Fire",2017,"18+",71,"Prime Video",0,"70-80"
"1916",479,"Free Fire",2017,"18+",71,"Disney+",0,"70-80"
"1917",480,"Soorma",2018,"13+",71,"Netflix",1,"70-80"
"1918",480,"Soorma",2018,"13+",71,"Hulu",0,"70-80"
"1919",480,"Soorma",2018,"13+",71,"Prime Video",0,"70-80"
"1920",480,"Soorma",2018,"13+",71,"Disney+",0,"70-80"
"1921",481,"The Zookeeper's Wife",2017,"13+",71,"Netflix",1,"70-80"
"1922",481,"The Zookeeper's Wife",2017,"13+",71,"Hulu",0,"70-80"
"1923",481,"The Zookeeper's Wife",2017,"13+",71,"Prime Video",0,"70-80"
"1924",481,"The Zookeeper's Wife",2017,"13+",71,"Disney+",0,"70-80"
"1925",482,"Time Share",2018,"18+",71,"Netflix",1,"70-80"
"1926",482,"Time Share",2018,"18+",71,"Hulu",0,"70-80"
"1927",482,"Time Share",2018,"18+",71,"Prime Video",0,"70-80"
"1928",482,"Time Share",2018,"18+",71,"Disney+",0,"70-80"
"1929",483,"The Outpost",2019,"18+",71,"Netflix",1,"70-80"
"1930",483,"The Outpost",2019,"18+",71,"Hulu",0,"70-80"
"1931",483,"The Outpost",2019,"18+",71,"Prime Video",0,"70-80"
"1932",483,"The Outpost",2019,"18+",71,"Disney+",0,"70-80"
"1933",484,"Kabir Singh",2019,NA,71,"Netflix",1,"70-80"
"1934",484,"Kabir Singh",2019,NA,71,"Hulu",0,"70-80"
"1935",484,"Kabir Singh",2019,NA,71,"Prime Video",0,"70-80"
"1936",484,"Kabir Singh",2019,NA,71,"Disney+",0,"70-80"
"1937",485,"Homecoming: A Film by Beyoncé",2019,"13+",71,"Netflix",1,"70-80"
"1938",485,"Homecoming: A Film by Beyoncé",2019,"13+",71,"Hulu",0,"70-80"
"1939",485,"Homecoming: A Film by Beyoncé",2019,"13+",71,"Prime Video",0,"70-80"
"1940",485,"Homecoming: A Film by Beyoncé",2019,"13+",71,"Disney+",0,"70-80"
"1941",486,"Jerry Seinfeld: 23 Hours to Kill",2020,"7+",71,"Netflix",1,"70-80"
"1942",486,"Jerry Seinfeld: 23 Hours to Kill",2020,"7+",71,"Hulu",0,"70-80"
"1943",486,"Jerry Seinfeld: 23 Hours to Kill",2020,"7+",71,"Prime Video",0,"70-80"
"1944",486,"Jerry Seinfeld: 23 Hours to Kill",2020,"7+",71,"Disney+",0,"70-80"
"1945",487,"Ip Man 4: The Finale",2019,"16+",71,"Netflix",1,"70-80"
"1946",487,"Ip Man 4: The Finale",2019,"16+",71,"Hulu",0,"70-80"
"1947",487,"Ip Man 4: The Finale",2019,"16+",71,"Prime Video",0,"70-80"
"1948",487,"Ip Man 4: The Finale",2019,"16+",71,"Disney+",0,"70-80"
"1949",488,"The Laundromat",2019,"18+",71,"Netflix",1,"70-80"
"1950",488,"The Laundromat",2019,"18+",71,"Hulu",0,"70-80"
"1951",488,"The Laundromat",2019,"18+",71,"Prime Video",0,"70-80"
"1952",488,"The Laundromat",2019,"18+",71,"Disney+",0,"70-80"
"1953",489,"The 12th Man",2017,NA,71,"Netflix",1,"70-80"
"1954",489,"The 12th Man",2017,NA,71,"Hulu",1,"70-80"
"1955",489,"The 12th Man",2017,NA,71,"Prime Video",0,"70-80"
"1956",489,"The 12th Man",2017,NA,71,"Disney+",0,"70-80"
"1957",490,"Bad Trip",2020,"18+",71,"Netflix",1,"70-80"
"1958",490,"Bad Trip",2020,"18+",71,"Hulu",0,"70-80"
"1959",490,"Bad Trip",2020,"18+",71,"Prime Video",0,"70-80"
"1960",490,"Bad Trip",2020,"18+",71,"Disney+",0,"70-80"
"1961",491,"Mr. Peabody & Sherman",2014,"7+",71,"Netflix",1,"70-80"
"1962",491,"Mr. Peabody & Sherman",2014,"7+",71,"Hulu",0,"70-80"
"1963",491,"Mr. Peabody & Sherman",2014,"7+",71,"Prime Video",0,"70-80"
"1964",491,"Mr. Peabody & Sherman",2014,"7+",71,"Disney+",0,"70-80"
"1965",492,"Ip Man 3",2015,"13+",71,"Netflix",1,"70-80"
"1966",492,"Ip Man 3",2015,"13+",71,"Hulu",0,"70-80"
"1967",492,"Ip Man 3",2015,"13+",71,"Prime Video",0,"70-80"
"1968",492,"Ip Man 3",2015,"13+",71,"Disney+",0,"70-80"
"1969",493,"Rang De Basanti",2006,"13+",71,"Netflix",1,"70-80"
"1970",493,"Rang De Basanti",2006,"13+",71,"Hulu",0,"70-80"
"1971",493,"Rang De Basanti",2006,"13+",71,"Prime Video",0,"70-80"
"1972",493,"Rang De Basanti",2006,"13+",71,"Disney+",0,"70-80"
"1973",494,"The Midnight Sky",2020,"13+",71,"Netflix",1,"70-80"
"1974",494,"The Midnight Sky",2020,"13+",71,"Hulu",0,"70-80"
"1975",494,"The Midnight Sky",2020,"13+",71,"Prime Video",0,"70-80"
"1976",494,"The Midnight Sky",2020,"13+",71,"Disney+",0,"70-80"
"1977",495,"Mr. Right",2016,"18+",71,"Netflix",1,"70-80"
"1978",495,"Mr. Right",2016,"18+",71,"Hulu",0,"70-80"
"1979",495,"Mr. Right",2016,"18+",71,"Prime Video",0,"70-80"
"1980",495,"Mr. Right",2016,"18+",71,"Disney+",0,"70-80"
"1981",496,"White Christmas",1954,NA,71,"Netflix",1,"70-80"
"1982",496,"White Christmas",1954,NA,71,"Hulu",0,"70-80"
"1983",496,"White Christmas",1954,NA,71,"Prime Video",0,"70-80"
"1984",496,"White Christmas",1954,NA,71,"Disney+",0,"70-80"
"1985",497,"Synchronic",2020,"18+",71,"Netflix",1,"70-80"
"1986",497,"Synchronic",2020,"18+",71,"Hulu",0,"70-80"
"1987",497,"Synchronic",2020,"18+",71,"Prime Video",0,"70-80"
"1988",497,"Synchronic",2020,"18+",71,"Disney+",0,"70-80"
"1989",498,"Adrift",2018,"13+",70,"Netflix",1,"70-80"
"1990",498,"Adrift",2018,"13+",70,"Hulu",0,"70-80"
"1991",498,"Adrift",2018,"13+",70,"Prime Video",0,"70-80"
"1992",498,"Adrift",2018,"13+",70,"Disney+",0,"70-80"
"1993",499,"The Game Changers",2019,NA,70,"Netflix",1,"70-80"
"1994",499,"The Game Changers",2019,NA,70,"Hulu",0,"70-80"
"1995",499,"The Game Changers",2019,NA,70,"Prime Video",0,"70-80"
"1996",499,"The Game Changers",2019,NA,70,"Disney+",0,"70-80"
"1997",500,"Michelle Wolf: Joke Show",2019,NA,70,"Netflix",1,"70-80"
"1998",500,"Michelle Wolf: Joke Show",2019,NA,70,"Hulu",0,"70-80"
"1999",500,"Michelle Wolf: Joke Show",2019,NA,70,"Prime Video",0,"70-80"
"2000",500,"Michelle Wolf: Joke Show",2019,NA,70,"Disney+",0,"70-80"
"2001",501,"Da 5 Bloods",2020,"18+",70,"Netflix",1,"70-80"
"2002",501,"Da 5 Bloods",2020,"18+",70,"Hulu",0,"70-80"
